month_year,district_lgd_code,pincode,age_0_5,age_5_17,age_18_greater,district_label,state
Nov-25,471,441914,32,0,0,Bhandara,Maharashtra
Nov-25,471,441915,20,2,0,Bhandara,Maharashtra
Nov-25,471,441924,39,0,0,Bhandara,Maharashtra
Nov-25,472,443001,144,15,2,Buldhana,Maharashtra
Nov-25,472,443101,70,8,0,Buldhana,Maharashtra
Nov-25,472,443102,17,1,0,Buldhana,Maharashtra
Nov-25,472,443103,49,15,2,Buldhana,Maharashtra
Nov-25,472,443104,13,1,0,Buldhana,Maharashtra
Nov-25,472,443106,54,3,0,Buldhana,Maharashtra
Nov-25,472,443112,8,1,0,Buldhana,Maharashtra
Nov-25,472,443201,164,11,3,Buldhana,Maharashtra
Nov-25,472,443202,63,13,1,Buldhana,Maharashtra
Nov-25,472,443203,40,6,0,Buldhana,Maharashtra
Nov-25,472,443204,49,1,0,Buldhana,Maharashtra
Nov-25,472,443206,23,4,1,Buldhana,Maharashtra
Nov-25,472,443301,61,6,0,Buldhana,Maharashtra
Nov-25,472,443302,49,6,0,Buldhana,Maharashtra
Nov-25,472,443303,16,2,0,Buldhana,Maharashtra
Nov-25,472,443304,6,1,0,Buldhana,Maharashtra
Nov-25,472,443308,36,2,0,Buldhana,Maharashtra
Nov-25,472,443401,17,0,0,Buldhana,Maharashtra
Nov-25,472,443402,35,4,0,Buldhana,Maharashtra
Nov-25,472,443403,11,3,0,Buldhana,Maharashtra
Nov-25,472,443404,20,2,0,Buldhana,Maharashtra
Nov-25,472,444201,13,3,0,Buldhana,Maharashtra
Nov-25,472,444202,7,0,0,Buldhana,Maharashtra
Nov-25,472,444203,29,8,0,Buldhana,Maharashtra
Nov-25,472,444204,21,2,1,Buldhana,Maharashtra
Nov-25,472,444301,17,1,2,Buldhana,Maharashtra
Nov-25,472,444303,105,9,1,Buldhana,Maharashtra
Nov-25,472,444304,6,1,0,Buldhana,Maharashtra
Nov-25,472,444306,26,1,0,Buldhana,Maharashtra
Nov-25,472,444312,14,1,0,Buldhana,Maharashtra
Nov-25,473,441205,28,0,0,Chandrapur,Maharashtra
Nov-25,473,441206,90,2,0,Chandrapur,Maharashtra
Nov-25,473,441212,4,1,0,Chandrapur,Maharashtra
Nov-25,473,441215,23,3,1,Chandrapur,Maharashtra
Nov-25,473,441221,24,0,0,Chandrapur,Maharashtra
Nov-25,473,441222,22,1,0,Chandrapur,Maharashtra
Nov-25,473,441223,24,2,0,Chandrapur,Maharashtra
Nov-25,473,441224,17,0,0,Chandrapur,Maharashtra
Nov-25,473,441225,45,0,0,Chandrapur,Maharashtra
Nov-25,473,441228,29,0,0,Chandrapur,Maharashtra
Nov-25,473,442401,121,24,6,Chandrapur,Maharashtra
Nov-25,473,442402,9,1,1,Chandrapur,Maharashtra
Nov-25,473,442403,2,0,1,Chandrapur,Maharashtra
Nov-25,473,442404,20,0,0,Chandrapur,Maharashtra
Nov-25,473,442406,9,1,0,Chandrapur,Maharashtra
Nov-25,473,442501,5,0,0,Chandrapur,Maharashtra
Nov-25,473,442503,7,1,0,Chandrapur,Maharashtra
Nov-25,473,442505,8,0,1,Chandrapur,Maharashtra
Nov-25,473,442507,4,0,1,Chandrapur,Maharashtra
Nov-25,473,442701,48,4,0,Chandrapur,Maharashtra
Nov-25,473,442702,38,1,1,Chandrapur,Maharashtra
Nov-25,473,442901,1,0,0,Chandrapur,Maharashtra
Nov-25,473,442902,42,2,0,Chandrapur,Maharashtra
Nov-25,473,442903,37,0,1,Chandrapur,Maharashtra
Nov-25,473,442904,14,0,0,Chandrapur,Maharashtra
Nov-25,473,442905,53,3,3,Chandrapur,Maharashtra
Nov-25,473,442906,16,1,0,Chandrapur,Maharashtra
Nov-25,473,442907,39,1,0,Chandrapur,Maharashtra
Nov-25,473,442908,44,6,0,Chandrapur,Maharashtra
Nov-25,473,442914,3,0,0,Chandrapur,Maharashtra
Nov-25,473,442916,13,1,0,Chandrapur,Maharashtra
Nov-25,473,442917,5,0,0,Chandrapur,Maharashtra
Nov-25,474,424001,255,59,6,Dhule,Maharashtra
Nov-25,474,424002,92,25,12,Dhule,Maharashtra
Nov-25,474,424004,2,1,0,Dhule,Maharashtra
Nov-25,474,424005,17,7,0,Dhule,Maharashtra
Nov-25,474,424006,31,14,2,Dhule,Maharashtra
Nov-25,474,424301,38,14,9,Dhule,Maharashtra
Nov-25,474,424302,14,14,21,Dhule,Maharashtra
Nov-25,474,424303,19,16,8,Dhule,Maharashtra
Nov-25,474,424304,84,27,0,Dhule,Maharashtra
Nov-25,474,424305,51,20,0,Dhule,Maharashtra
Nov-25,474,424306,68,15,0,Dhule,Maharashtra
Nov-25,474,424307,54,16,2,Dhule,Maharashtra
Nov-25,474,424308,25,16,10,Dhule,Maharashtra
Nov-25,474,424309,20,7,0,Dhule,Maharashtra
Nov-25,474,424310,20,6,0,Dhule,Maharashtra
Nov-25,474,424311,41,12,7,Dhule,Maharashtra
Nov-25,474,424318,12,1,1,Dhule,Maharashtra
Nov-25,474,425403,9,2,3,Dhule,Maharashtra
Nov-25,474,425404,13,5,0,Dhule,Maharashtra
Nov-25,474,425405,151,51,0,Dhule,Maharashtra
Nov-25,474,425406,34,10,0,Dhule,Maharashtra
Nov-25,474,425407,48,13,0,Dhule,Maharashtra
Nov-25,474,425408,97,47,5,Dhule,Maharashtra
Nov-25,474,425421,27,19,0,Dhule,Maharashtra
Nov-25,474,425427,35,10,0,Dhule,Maharashtra
Nov-25,474,425428,40,11,0,Dhule,Maharashtra
Nov-25,475,441207,19,4,0,Gadchiroli,Maharashtra
Nov-25,475,441208,14,0,1,Gadchiroli,Maharashtra
Nov-25,475,441209,38,4,0,Gadchiroli,Maharashtra
Nov-25,475,441217,17,1,0,Gadchiroli,Maharashtra
Nov-25,475,442504,43,14,0,Gadchiroli,Maharashtra
Nov-25,475,442603,32,3,0,Gadchiroli,Maharashtra
Nov-25,475,442604,8,2,0,Gadchiroli,Maharashtra
Nov-25,475,442605,51,0,0,Gadchiroli,Maharashtra
Nov-25,475,442606,25,3,0,Gadchiroli,Maharashtra
Nov-25,475,442703,21,0,0,Gadchiroli,Maharashtra
Nov-25,475,442704,32,7,3,Gadchiroli,Maharashtra
Nov-25,475,442705,36,0,0,Gadchiroli,Maharashtra
Nov-25,475,442707,56,3,0,Gadchiroli,Maharashtra
Nov-25,475,442709,9,4,0,Gadchiroli,Maharashtra
Nov-25,475,442710,20,5,3,Gadchiroli,Maharashtra
Nov-25,476,441601,175,8,0,Gondia,Maharashtra
Nov-25,476,441614,143,4,0,Gondia,Maharashtra
Nov-25,476,441701,7,0,0,Gondia,Maharashtra
Nov-25,476,441702,13,0,1,Gondia,Maharashtra
Nov-25,476,441801,87,3,0,Gondia,Maharashtra
Nov-25,476,441806,12,1,0,Gondia,Maharashtra
Nov-25,476,441807,39,3,0,Gondia,Maharashtra
Nov-25,476,441901,19,0,0,Gondia,Maharashtra
Nov-25,476,441902,99,0,0,Gondia,Maharashtra
Nov-25,476,441911,140,6,0,Gondia,Maharashtra
Nov-25,476,441916,52,2,0,Gondia,Maharashtra
Nov-25,477,431509,138,19,17,Hingoli,Maharashtra
Nov-25,477,431512,121,16,0,Hingoli,Maharashtra
Nov-25,477,431513,116,21,5,Hingoli,Maharashtra
Nov-25,477,431542,92,16,1,Hingoli,Maharashtra
Nov-25,477,431701,73,13,0,Hingoli,Maharashtra
Nov-25,477,431702,84,11,0,Hingoli,Maharashtra
Nov-25,477,431703,35,5,1,Hingoli,Maharashtra
Nov-25,477,431705,110,14,3,Hingoli,Maharashtra
Nov-25,477,431712,74,19,0,Hingoli,Maharashtra
Nov-25,478,424101,142,30,7,Jalgaon,Maharashtra
Nov-25,478,424102,13,5,0,Jalgaon,Maharashtra
Nov-25,478,424103,22,0,0,Jalgaon,Maharashtra
Nov-25,478,424104,15,4,0,Jalgaon,Maharashtra
Nov-25,478,424105,54,8,0,Jalgaon,Maharashtra
Nov-25,478,424106,29,8,0,Jalgaon,Maharashtra
Nov-25,478,424107,9,1,0,Jalgaon,Maharashtra
Nov-25,478,424108,19,4,1,Jalgaon,Maharashtra
Nov-25,478,424116,13,3,0,Jalgaon,Maharashtra
Nov-25,478,424201,92,6,0,Jalgaon,Maharashtra
Nov-25,478,424202,16,10,0,Jalgaon,Maharashtra
Nov-25,478,424203,21,1,0,Jalgaon,Maharashtra
Nov-25,478,424204,19,2,1,Jalgaon,Maharashtra
Nov-25,478,424205,33,0,0,Jalgaon,Maharashtra
Nov-25,478,424206,75,5,1,Jalgaon,Maharashtra
Nov-25,478,424207,16,0,1,Jalgaon,Maharashtra
Nov-25,478,424209,14,1,0,Jalgaon,Maharashtra
Nov-25,478,425001,299,49,9,Jalgaon,Maharashtra
Nov-25,478,425002,94,10,2,Jalgaon,Maharashtra
Nov-25,478,425003,41,6,3,Jalgaon,Maharashtra
Nov-25,478,425101,5,0,0,Jalgaon,Maharashtra
Nov-25,478,425102,6,0,0,Jalgaon,Maharashtra
Nov-25,478,425103,42,2,1,Jalgaon,Maharashtra
Nov-25,478,425104,10,2,0,Jalgaon,Maharashtra
Nov-25,478,425105,46,7,0,Jalgaon,Maharashtra
Nov-25,478,425107,86,32,1,Jalgaon,Maharashtra
Nov-25,478,425108,8,3,0,Jalgaon,Maharashtra
Nov-25,478,425109,44,6,0,Jalgaon,Maharashtra
Nov-25,478,425110,21,1,0,Jalgaon,Maharashtra
Nov-25,478,425111,62,4,1,Jalgaon,Maharashtra
Nov-25,478,425112,4,0,0,Jalgaon,Maharashtra
Nov-25,478,425113,9,2,0,Jalgaon,Maharashtra
Nov-25,478,425114,17,2,0,Jalgaon,Maharashtra
Nov-25,478,425115,28,8,0,Jalgaon,Maharashtra
Nov-25,478,425116,28,1,1,Jalgaon,Maharashtra
Nov-25,478,425127,19,0,1,Jalgaon,Maharashtra
Nov-25,478,425201,62,10,1,Jalgaon,Maharashtra
Nov-25,478,425203,16,0,0,Jalgaon,Maharashtra
Nov-25,478,425301,30,5,1,Jalgaon,Maharashtra
Nov-25,478,425302,20,3,1,Jalgaon,Maharashtra
Nov-25,478,425303,19,1,1,Jalgaon,Maharashtra
Nov-25,478,425304,20,2,0,Jalgaon,Maharashtra
Nov-25,478,425305,39,0,0,Jalgaon,Maharashtra
Nov-25,478,425306,65,4,1,Jalgaon,Maharashtra
Nov-25,478,425307,15,2,0,Jalgaon,Maharashtra
Nov-25,478,425308,5,0,0,Jalgaon,Maharashtra
Nov-25,478,425309,37,0,1,Jalgaon,Maharashtra
Nov-25,478,425310,25,1,0,Jalgaon,Maharashtra
Nov-25,478,425311,13,0,0,Jalgaon,Maharashtra
Nov-25,478,425401,97,8,2,Jalgaon,Maharashtra
Nov-25,478,425402,9,1,0,Jalgaon,Maharashtra
Nov-25,478,425420,5,0,0,Jalgaon,Maharashtra
Nov-25,478,425501,2,1,0,Jalgaon,Maharashtra
Nov-25,478,425502,22,3,2,Jalgaon,Maharashtra
Nov-25,478,425503,20,6,0,Jalgaon,Maharashtra
Nov-25,478,425504,21,3,1,Jalgaon,Maharashtra
Nov-25,478,425505,7,0,1,Jalgaon,Maharashtra
Nov-25,478,425506,9,2,0,Jalgaon,Maharashtra
Nov-25,478,425507,18,0,0,Jalgaon,Maharashtra
Nov-25,478,425508,61,10,1,Jalgaon,Maharashtra
Nov-25,478,425524,6,0,0,Jalgaon,Maharashtra
Nov-25,479,431112,110,29,8,Jalna,Maharashtra
Nov-25,479,431114,145,15,1,Jalna,Maharashtra
Nov-25,479,431121,51,18,6,Jalna,Maharashtra
Nov-25,479,431132,70,7,0,Jalna,Maharashtra
Nov-25,479,431134,51,8,0,Jalna,Maharashtra
Nov-25,479,431135,36,8,0,Jalna,Maharashtra
Nov-25,479,431137,33,5,1,Jalna,Maharashtra
Nov-25,479,431202,73,20,0,Jalna,Maharashtra
Nov-25,479,431203,325,63,6,Jalna,Maharashtra
Nov-25,479,431204,40,15,0,Jalna,Maharashtra
Nov-25,479,431205,14,2,0,Jalna,Maharashtra
Nov-25,479,431206,88,5,0,Jalna,Maharashtra
Nov-25,479,431207,23,0,0,Jalna,Maharashtra
Nov-25,479,431208,33,3,0,Jalna,Maharashtra
Nov-25,479,431209,12,4,1,Jalna,Maharashtra
Nov-25,479,431211,11,2,0,Jalna,Maharashtra
Nov-25,479,431212,17,2,0,Jalna,Maharashtra
Nov-25,479,431213,157,21,2,Jalna,Maharashtra
Nov-25,479,431501,53,21,0,Jalna,Maharashtra
Nov-25,479,431502,6,2,1,Jalna,Maharashtra
Nov-25,479,431503,56,13,0,Jalna,Maharashtra
Nov-25,479,431504,41,9,0,Jalna,Maharashtra
Nov-25,479,431507,13,2,0,Jalna,Maharashtra
Nov-25,480,415101,20,2,0,Kolhapur,Maharashtra
Nov-25,480,416001,45,11,1,Kolhapur,Maharashtra
Nov-25,480,416002,27,4,0,Kolhapur,Maharashtra
Nov-25,480,416003,37,13,0,Kolhapur,Maharashtra
Nov-25,480,416004,7,2,0,Kolhapur,Maharashtra
Nov-25,480,416005,48,5,0,Kolhapur,Maharashtra
Nov-25,480,416006,23,4,0,Kolhapur,Maharashtra
Nov-25,480,416007,22,5,0,Kolhapur,Maharashtra
Nov-25,480,416008,18,8,2,Kolhapur,Maharashtra
Nov-25,480,416010,46,6,0,Kolhapur,Maharashtra
Nov-25,480,416012,76,17,0,Kolhapur,Maharashtra
Nov-25,480,416013,20,1,0,Kolhapur,Maharashtra
Nov-25,480,416101,55,7,0,Kolhapur,Maharashtra
Nov-25,480,416102,13,0,0,Kolhapur,Maharashtra
Nov-25,480,416103,18,0,0,Kolhapur,Maharashtra
Nov-25,480,416104,29,1,0,Kolhapur,Maharashtra
Nov-25,480,416105,8,1,0,Kolhapur,Maharashtra
Nov-25,480,416106,15,1,0,Kolhapur,Maharashtra
Nov-25,480,416107,14,1,0,Kolhapur,Maharashtra
Nov-25,480,416108,7,0,0,Kolhapur,Maharashtra
Nov-25,480,416109,24,4,0,Kolhapur,Maharashtra
Nov-25,480,416110,4,0,0,Kolhapur,Maharashtra
Nov-25,480,416111,5,3,0,Kolhapur,Maharashtra
Nov-25,480,416112,35,7,0,Kolhapur,Maharashtra
Nov-25,480,416113,6,0,0,Kolhapur,Maharashtra
Nov-25,480,416114,15,4,0,Kolhapur,Maharashtra
Nov-25,480,416115,126,29,0,Kolhapur,Maharashtra
Nov-25,480,416116,15,6,0,Kolhapur,Maharashtra
Nov-25,480,416117,3,1,0,Kolhapur,Maharashtra
Nov-25,480,416118,15,2,0,Kolhapur,Maharashtra
Nov-25,480,416119,25,6,0,Kolhapur,Maharashtra
Nov-25,480,416120,9,0,0,Kolhapur,Maharashtra
Nov-25,480,416121,18,4,0,Kolhapur,Maharashtra
Nov-25,480,416122,32,4,0,Kolhapur,Maharashtra
Nov-25,480,416143,10,3,0,Kolhapur,Maharashtra
Nov-25,480,416146,4,0,0,Kolhapur,Maharashtra
Nov-25,480,416201,9,0,0,Kolhapur,Maharashtra
Nov-25,480,416202,25,4,0,Kolhapur,Maharashtra
Nov-25,480,416203,19,3,0,Kolhapur,Maharashtra
Nov-25,480,416204,13,0,0,Kolhapur,Maharashtra
Nov-25,480,416205,57,7,0,Kolhapur,Maharashtra
Nov-25,480,416206,26,3,0,Kolhapur,Maharashtra
Nov-25,480,416207,53,0,1,Kolhapur,Maharashtra
Nov-25,480,416208,18,2,0,Kolhapur,Maharashtra
Nov-25,480,416209,45,2,0,Kolhapur,Maharashtra
Nov-25,480,416210,24,0,0,Kolhapur,Maharashtra
Nov-25,480,416211,29,4,2,Kolhapur,Maharashtra
Nov-25,480,416212,17,1,0,Kolhapur,Maharashtra
Nov-25,480,416213,19,4,1,Kolhapur,Maharashtra
Nov-25,480,416214,12,1,0,Kolhapur,Maharashtra
Nov-25,480,416215,7,2,0,Kolhapur,Maharashtra
Nov-25,480,416216,55,6,1,Kolhapur,Maharashtra
Nov-25,480,416218,26,4,0,Kolhapur,Maharashtra
Nov-25,480,416219,23,6,0,Kolhapur,Maharashtra
Nov-25,480,416220,14,1,0,Kolhapur,Maharashtra
Nov-25,480,416221,19,0,0,Kolhapur,Maharashtra
Nov-25,480,416223,7,0,0,Kolhapur,Maharashtra
Nov-25,480,416229,48,4,0,Kolhapur,Maharashtra
Nov-25,480,416230,19,1,1,Kolhapur,Maharashtra
Nov-25,480,416231,1,2,0,Kolhapur,Maharashtra
Nov-25,480,416232,4,0,0,Kolhapur,Maharashtra
Nov-25,480,416234,16,2,0,Kolhapur,Maharashtra
Nov-25,480,416235,26,2,1,Kolhapur,Maharashtra
Nov-25,480,416236,5,1,0,Kolhapur,Maharashtra
Nov-25,480,416501,26,0,0,Kolhapur,Maharashtra
Nov-25,480,416502,59,1,0,Kolhapur,Maharashtra
Nov-25,480,416503,16,1,0,Kolhapur,Maharashtra
Nov-25,480,416504,10,0,0,Kolhapur,Maharashtra
Nov-25,480,416505,18,0,0,Kolhapur,Maharashtra
Nov-25,480,416506,16,0,0,Kolhapur,Maharashtra
Nov-25,480,416507,37,0,0,Kolhapur,Maharashtra
Nov-25,480,416508,31,0,0,Kolhapur,Maharashtra
Nov-25,480,416509,27,2,0,Kolhapur,Maharashtra
Nov-25,480,416526,7,1,0,Kolhapur,Maharashtra
Nov-25,480,416527,4,0,0,Kolhapur,Maharashtra
Nov-25,480,416551,13,0,0,Kolhapur,Maharashtra
Nov-25,480,416552,11,3,0,Kolhapur,Maharashtra
Nov-25,481,413510,29,5,0,Latur,Maharashtra
Nov-25,481,413511,41,7,1,Latur,Maharashtra
Nov-25,481,413512,216,66,4,Latur,Maharashtra
Nov-25,481,413513,31,6,2,Latur,Maharashtra
Nov-25,481,413514,43,14,0,Latur,Maharashtra
Nov-25,481,413515,58,9,0,Latur,Maharashtra
Nov-25,481,413516,11,3,0,Latur,Maharashtra
Nov-25,481,413517,209,35,7,Latur,Maharashtra
Nov-25,481,413518,30,6,3,Latur,Maharashtra
Nov-25,481,413519,46,6,8,Latur,Maharashtra
Nov-25,481,413520,43,19,1,Latur,Maharashtra
Nov-25,481,413521,51,9,0,Latur,Maharashtra
Nov-25,481,413522,42,1,0,Latur,Maharashtra
Nov-25,481,413523,15,1,1,Latur,Maharashtra
Nov-25,481,413524,17,7,1,Latur,Maharashtra
Nov-25,481,413527,50,6,2,Latur,Maharashtra
Nov-25,481,413529,28,4,0,Latur,Maharashtra
Nov-25,481,413530,20,0,0,Latur,Maharashtra
Nov-25,481,413531,82,22,0,Latur,Maharashtra
Nov-25,481,413532,71,16,0,Latur,Maharashtra
Nov-25,481,413544,33,2,0,Latur,Maharashtra
Nov-25,481,413581,11,0,0,Latur,Maharashtra
Nov-25,481,413607,21,6,0,Latur,Maharashtra
Nov-25,481,431522,22,4,4,Latur,Maharashtra
Nov-25,482,400001,9,5,4,Mumbai,Maharashtra
Nov-25,482,400002,29,2,4,Mumbai,Maharashtra
Nov-25,482,400003,51,10,5,Mumbai,Maharashtra
Nov-25,482,400004,70,4,3,Mumbai,Maharashtra
Nov-25,482,400005,55,6,6,Mumbai,Maharashtra
Nov-25,482,400006,18,2,4,Mumbai,Maharashtra
Nov-25,482,400007,26,2,1,Mumbai,Maharashtra
Nov-25,482,400008,180,39,6,Mumbai,Maharashtra
Nov-25,482,400009,47,8,2,Mumbai,Maharashtra
Nov-25,482,400010,74,10,2,Mumbai,Maharashtra
Nov-25,482,400011,69,18,2,Mumbai,Maharashtra
Nov-25,482,400012,92,1,4,Mumbai,Maharashtra
Nov-25,482,400013,61,14,5,Mumbai,Maharashtra
Nov-25,482,400014,34,1,7,Mumbai,Maharashtra
Nov-25,482,400015,53,10,4,Mumbai,Maharashtra
Nov-25,482,400016,64,4,1,Mumbai,Maharashtra
Nov-25,482,400017,143,65,14,Mumbai,Maharashtra
Nov-25,482,400018,54,10,9,Mumbai,Maharashtra
Nov-25,482,400019,27,8,2,Mumbai,Maharashtra
Nov-25,482,400020,4,1,2,Mumbai,Maharashtra
Nov-25,482,400021,7,0,0,Mumbai,Maharashtra
Nov-25,482,400022,78,21,5,Mumbai,Maharashtra
Nov-25,482,400025,55,1,4,Mumbai,Maharashtra
Nov-25,482,400026,11,1,1,Mumbai,Maharashtra
Nov-25,482,400027,18,2,0,Mumbai,Maharashtra
Nov-25,482,400028,29,11,5,Mumbai,Maharashtra
Nov-25,482,400030,36,3,8,Mumbai,Maharashtra
Nov-25,482,400031,30,6,2,Mumbai,Maharashtra
Nov-25,482,400033,48,8,4,Mumbai,Maharashtra
Nov-25,482,400034,38,5,1,Mumbai,Maharashtra
Nov-25,482,400035,1,0,0,Mumbai,Maharashtra
Nov-25,482,400036,2,0,0,Mumbai,Maharashtra
Nov-25,482,400037,164,46,8,Mumbai,Maharashtra
Nov-25,482,400090,2,1,0,Mumbai,Maharashtra
Nov-25,482,401210,1,0,0,Mumbai,Maharashtra
Nov-25,483,400010,74,10,2,Mumbai Suburban,Maharashtra
Nov-25,483,400024,35,3,0,Mumbai Suburban,Maharashtra
Nov-25,483,400029,27,3,1,Mumbai Suburban,Maharashtra
Nov-25,483,400042,60,10,0,Mumbai Suburban,Maharashtra
Nov-25,483,400043,350,152,0,Mumbai Suburban,Maharashtra
Nov-25,483,400049,26,12,0,Mumbai Suburban,Maharashtra
Nov-25,483,400050,77,18,4,Mumbai Suburban,Maharashtra
Nov-25,483,400051,117,35,3,Mumbai Suburban,Maharashtra
Nov-25,483,400052,22,6,10,Mumbai Suburban,Maharashtra
Nov-25,483,400053,82,19,4,Mumbai Suburban,Maharashtra
Nov-25,483,400054,32,8,3,Mumbai Suburban,Maharashtra
Nov-25,483,400055,128,24,2,Mumbai Suburban,Maharashtra
Nov-25,483,400056,44,13,4,Mumbai Suburban,Maharashtra
Nov-25,483,400057,35,5,0,Mumbai Suburban,Maharashtra
Nov-25,483,400058,125,34,5,Mumbai Suburban,Maharashtra
Nov-25,483,400059,89,19,3,Mumbai Suburban,Maharashtra
Nov-25,483,400060,116,29,7,Mumbai Suburban,Maharashtra
Nov-25,483,400061,36,12,2,Mumbai Suburban,Maharashtra
Nov-25,483,400063,93,21,1,Mumbai Suburban,Maharashtra
Nov-25,483,400064,111,23,4,Mumbai Suburban,Maharashtra
Nov-25,483,400065,96,18,2,Mumbai Suburban,Maharashtra
Nov-25,483,400066,137,37,2,Mumbai Suburban,Maharashtra
Nov-25,483,400067,234,74,3,Mumbai Suburban,Maharashtra
Nov-25,483,400068,164,52,29,Mumbai Suburban,Maharashtra
Nov-25,483,400069,54,10,5,Mumbai Suburban,Maharashtra
Nov-25,483,400070,274,58,6,Mumbai Suburban,Maharashtra
Nov-25,483,400071,126,33,0,Mumbai Suburban,Maharashtra
Nov-25,483,400072,258,95,5,Mumbai Suburban,Maharashtra
Nov-25,483,400074,152,31,2,Mumbai Suburban,Maharashtra
Nov-25,483,400075,57,14,0,Mumbai Suburban,Maharashtra
Nov-25,483,400076,19,13,1,Mumbai Suburban,Maharashtra
Nov-25,483,400077,43,4,0,Mumbai Suburban,Maharashtra
Nov-25,483,400078,170,40,2,Mumbai Suburban,Maharashtra
Nov-25,483,400079,40,8,0,Mumbai Suburban,Maharashtra
Nov-25,483,400080,110,25,2,Mumbai Suburban,Maharashtra
Nov-25,483,400081,37,5,0,Mumbai Suburban,Maharashtra
Nov-25,483,400082,20,6,1,Mumbai Suburban,Maharashtra
Nov-25,483,400083,84,28,1,Mumbai Suburban,Maharashtra
Nov-25,483,400084,89,18,1,Mumbai Suburban,Maharashtra
Nov-25,483,400086,178,21,3,Mumbai Suburban,Maharashtra
Nov-25,483,400087,13,2,0,Mumbai Suburban,Maharashtra
Nov-25,483,400088,98,36,4,Mumbai Suburban,Maharashtra
Nov-25,483,400089,58,12,0,Mumbai Suburban,Maharashtra
Nov-25,483,400091,40,19,2,Mumbai Suburban,Maharashtra
Nov-25,483,400092,81,21,9,Mumbai Suburban,Maharashtra
Nov-25,483,400093,100,25,2,Mumbai Suburban,Maharashtra
Nov-25,483,400094,9,2,0,Mumbai Suburban,Maharashtra
Nov-25,483,400095,172,52,6,Mumbai Suburban,Maharashtra
Nov-25,483,400097,223,64,8,Mumbai Suburban,Maharashtra
Nov-25,483,400098,18,3,3,Mumbai Suburban,Maharashtra
Nov-25,483,400099,61,8,5,Mumbai Suburban,Maharashtra
Nov-25,483,400101,125,63,4,Mumbai Suburban,Maharashtra
Nov-25,483,400102,93,31,2,Mumbai Suburban,Maharashtra
Nov-25,483,400103,45,12,11,Mumbai Suburban,Maharashtra
Nov-25,483,400104,134,30,1,Mumbai Suburban,Maharashtra
Nov-25,484,440001,27,3,2,Nagpur,Maharashtra
Nov-25,484,440002,93,7,0,Nagpur,Maharashtra
Nov-25,484,440003,16,3,0,Nagpur,Maharashtra
Nov-25,484,440004,18,0,0,Nagpur,Maharashtra
Nov-25,484,440005,5,0,0,Nagpur,Maharashtra
Nov-25,484,440006,13,0,0,Nagpur,Maharashtra
Nov-25,484,440007,3,0,0,Nagpur,Maharashtra
Nov-25,484,440008,113,16,0,Nagpur,Maharashtra
Nov-25,484,440009,62,9,0,Nagpur,Maharashtra
Nov-25,484,440010,26,4,0,Nagpur,Maharashtra
Nov-25,484,440012,9,3,0,Nagpur,Maharashtra
Nov-25,484,440013,72,7,0,Nagpur,Maharashtra
Nov-25,484,440014,58,13,2,Nagpur,Maharashtra
Nov-25,484,440015,28,17,0,Nagpur,Maharashtra
Nov-25,484,440016,19,2,0,Nagpur,Maharashtra
Nov-25,484,440017,147,28,0,Nagpur,Maharashtra
Nov-25,484,440018,74,24,1,Nagpur,Maharashtra
Nov-25,484,440019,9,4,0,Nagpur,Maharashtra
Nov-25,484,440022,21,6,0,Nagpur,Maharashtra
Nov-25,484,440023,80,11,1,Nagpur,Maharashtra
Nov-25,484,440024,105,21,0,Nagpur,Maharashtra
Nov-25,484,440025,28,4,0,Nagpur,Maharashtra
Nov-25,484,440026,146,37,0,Nagpur,Maharashtra
Nov-25,484,440027,79,20,2,Nagpur,Maharashtra
Nov-25,484,440029,1,0,0,Nagpur,Maharashtra
Nov-25,484,440030,42,8,1,Nagpur,Maharashtra
Nov-25,484,440032,16,5,0,Nagpur,Maharashtra
Nov-25,484,440033,6,1,0,Nagpur,Maharashtra
Nov-25,484,440034,117,25,0,Nagpur,Maharashtra
Nov-25,484,440035,168,13,0,Nagpur,Maharashtra
Nov-25,484,440036,12,0,0,Nagpur,Maharashtra
Nov-25,484,440037,12,7,0,Nagpur,Maharashtra
Nov-25,484,441001,25,0,0,Nagpur,Maharashtra
Nov-25,484,441002,49,3,1,Nagpur,Maharashtra
Nov-25,484,441101,17,1,0,Nagpur,Maharashtra
Nov-25,484,441102,33,1,0,Nagpur,Maharashtra
Nov-25,484,441103,23,4,1,Nagpur,Maharashtra
Nov-25,484,441104,35,3,0,Nagpur,Maharashtra
Nov-25,484,441105,33,2,1,Nagpur,Maharashtra
Nov-25,484,441106,92,10,1,Nagpur,Maharashtra
Nov-25,484,441107,31,2,0,Nagpur,Maharashtra
Nov-25,484,441108,56,16,0,Nagpur,Maharashtra
Nov-25,484,441109,4,0,0,Nagpur,Maharashtra
Nov-25,484,441110,41,7,0,Nagpur,Maharashtra
Nov-25,484,441111,44,5,5,Nagpur,Maharashtra
Nov-25,484,441112,10,0,0,Nagpur,Maharashtra
Nov-25,484,441113,17,2,0,Nagpur,Maharashtra
Nov-25,484,441122,16,5,0,Nagpur,Maharashtra
Nov-25,484,441201,12,0,0,Nagpur,Maharashtra
Nov-25,484,441202,30,1,0,Nagpur,Maharashtra
Nov-25,484,441203,81,10,0,Nagpur,Maharashtra
Nov-25,484,441204,27,2,0,Nagpur,Maharashtra
Nov-25,484,441210,22,2,0,Nagpur,Maharashtra
