month_year,district_lgd_code,pincode,bio_age_5_17,bio_age_17_,district_label,state
May-25,470,431520,4,5,Beed,Maharashtra
May-25,470,431523,138,454,Beed,Maharashtra
May-25,470,431530,223,668,Beed,Maharashtra
May-25,471,441203,449,1946,Bhandara,Maharashtra
May-25,471,441802,325,943,Bhandara,Maharashtra
May-25,471,441803,233,655,Bhandara,Maharashtra
May-25,471,441804,248,697,Bhandara,Maharashtra
May-25,471,441805,78,265,Bhandara,Maharashtra
May-25,471,441809,194,406,Bhandara,Maharashtra
May-25,471,441903,137,555,Bhandara,Maharashtra
May-25,471,441904,443,1089,Bhandara,Maharashtra
May-25,471,441905,198,942,Bhandara,Maharashtra
May-25,471,441906,168,474,Bhandara,Maharashtra
May-25,471,441907,168,439,Bhandara,Maharashtra
May-25,471,441908,86,398,Bhandara,Maharashtra
May-25,471,441909,60,309,Bhandara,Maharashtra
May-25,471,441910,190,813,Bhandara,Maharashtra
May-25,471,441912,216,590,Bhandara,Maharashtra
May-25,471,441913,78,162,Bhandara,Maharashtra
May-25,471,441914,112,494,Bhandara,Maharashtra
May-25,471,441915,94,281,Bhandara,Maharashtra
May-25,471,441924,147,857,Bhandara,Maharashtra
May-25,472,443001,572,1433,Buldhana,Maharashtra
May-25,472,443101,614,1066,Buldhana,Maharashtra
May-25,472,443102,322,673,Buldhana,Maharashtra
May-25,472,443103,335,680,Buldhana,Maharashtra
May-25,472,443104,119,222,Buldhana,Maharashtra
May-25,472,443106,233,470,Buldhana,Maharashtra
May-25,472,443112,81,131,Buldhana,Maharashtra
May-25,472,443201,513,1791,Buldhana,Maharashtra
May-25,472,443202,177,604,Buldhana,Maharashtra
May-25,472,443203,158,438,Buldhana,Maharashtra
May-25,472,443204,102,230,Buldhana,Maharashtra
May-25,472,443206,74,330,Buldhana,Maharashtra
May-25,472,443301,436,1554,Buldhana,Maharashtra
May-25,472,443302,255,940,Buldhana,Maharashtra
May-25,472,443303,152,281,Buldhana,Maharashtra
May-25,472,443304,73,245,Buldhana,Maharashtra
May-25,472,443308,85,312,Buldhana,Maharashtra
May-25,472,443401,70,205,Buldhana,Maharashtra
May-25,472,443402,806,1127,Buldhana,Maharashtra
May-25,472,443403,177,528,Buldhana,Maharashtra
May-25,472,443404,314,575,Buldhana,Maharashtra
May-25,472,444201,110,269,Buldhana,Maharashtra
May-25,472,444202,81,210,Buldhana,Maharashtra
May-25,472,444203,319,731,Buldhana,Maharashtra
May-25,472,444204,334,1035,Buldhana,Maharashtra
May-25,472,444301,156,347,Buldhana,Maharashtra
May-25,472,444303,1225,2864,Buldhana,Maharashtra
May-25,472,444304,19,65,Buldhana,Maharashtra
May-25,472,444306,200,407,Buldhana,Maharashtra
May-25,472,444312,114,170,Buldhana,Maharashtra
May-25,473,441205,148,447,Chandrapur,Maharashtra
May-25,473,441206,1103,2853,Chandrapur,Maharashtra
May-25,473,441212,71,354,Chandrapur,Maharashtra
May-25,473,441215,204,612,Chandrapur,Maharashtra
May-25,473,441221,275,842,Chandrapur,Maharashtra
May-25,473,441222,217,618,Chandrapur,Maharashtra
May-25,473,441223,146,498,Chandrapur,Maharashtra
May-25,473,441224,398,1108,Chandrapur,Maharashtra
May-25,473,441225,226,770,Chandrapur,Maharashtra
May-25,473,441228,105,403,Chandrapur,Maharashtra
May-25,473,442401,843,1514,Chandrapur,Maharashtra
May-25,473,442402,21,121,Chandrapur,Maharashtra
May-25,473,442403,23,105,Chandrapur,Maharashtra
May-25,473,442404,110,202,Chandrapur,Maharashtra
May-25,473,442406,76,222,Chandrapur,Maharashtra
May-25,473,442501,40,32,Chandrapur,Maharashtra
May-25,473,442502,19,44,Chandrapur,Maharashtra
May-25,473,442503,61,182,Chandrapur,Maharashtra
May-25,473,442505,130,395,Chandrapur,Maharashtra
May-25,473,442507,21,57,Chandrapur,Maharashtra
May-25,473,442701,606,1458,Chandrapur,Maharashtra
May-25,473,442702,411,1222,Chandrapur,Maharashtra
May-25,473,442901,17,38,Chandrapur,Maharashtra
May-25,473,442902,316,789,Chandrapur,Maharashtra
May-25,473,442903,385,1510,Chandrapur,Maharashtra
May-25,473,442904,141,498,Chandrapur,Maharashtra
May-25,473,442905,510,1430,Chandrapur,Maharashtra
May-25,473,442906,303,1093,Chandrapur,Maharashtra
May-25,473,442907,488,1488,Chandrapur,Maharashtra
May-25,473,442908,393,1054,Chandrapur,Maharashtra
May-25,473,442914,124,367,Chandrapur,Maharashtra
May-25,473,442916,96,409,Chandrapur,Maharashtra
May-25,473,442917,56,145,Chandrapur,Maharashtra
May-25,474,424001,894,1470,Dhule,Maharashtra
May-25,474,424002,926,1907,Dhule,Maharashtra
May-25,474,424004,17,15,Dhule,Maharashtra
May-25,474,424005,149,218,Dhule,Maharashtra
May-25,474,424006,311,903,Dhule,Maharashtra
May-25,474,424301,301,697,Dhule,Maharashtra
May-25,474,424302,195,513,Dhule,Maharashtra
May-25,474,424303,124,376,Dhule,Maharashtra
May-25,474,424304,826,2361,Dhule,Maharashtra
May-25,474,424305,299,970,Dhule,Maharashtra
May-25,474,424306,863,2084,Dhule,Maharashtra
May-25,474,424307,137,501,Dhule,Maharashtra
May-25,474,424308,133,482,Dhule,Maharashtra
May-25,474,424309,120,549,Dhule,Maharashtra
May-25,474,424310,152,436,Dhule,Maharashtra
May-25,474,424311,232,549,Dhule,Maharashtra
May-25,474,424318,51,180,Dhule,Maharashtra
May-25,474,425403,17,89,Dhule,Maharashtra
May-25,474,425404,205,575,Dhule,Maharashtra
May-25,474,425405,1664,1833,Dhule,Maharashtra
May-25,474,425406,137,375,Dhule,Maharashtra
May-25,474,425407,75,295,Dhule,Maharashtra
May-25,474,425408,348,1035,Dhule,Maharashtra
May-25,474,425421,138,194,Dhule,Maharashtra
May-25,474,425427,198,396,Dhule,Maharashtra
May-25,474,425428,736,685,Dhule,Maharashtra
May-25,475,441207,213,554,Gadchiroli,Maharashtra
May-25,475,441208,245,449,Gadchiroli,Maharashtra
May-25,475,441209,385,912,Gadchiroli,Maharashtra
May-25,475,441217,215,440,Gadchiroli,Maharashtra
May-25,475,442504,290,1779,Gadchiroli,Maharashtra
May-25,475,442603,549,1785,Gadchiroli,Maharashtra
May-25,475,442604,80,309,Gadchiroli,Maharashtra
May-25,475,442605,422,946,Gadchiroli,Maharashtra
May-25,475,442606,464,1492,Gadchiroli,Maharashtra
May-25,475,442703,117,283,Gadchiroli,Maharashtra
May-25,475,442704,426,1012,Gadchiroli,Maharashtra
May-25,475,442705,187,602,Gadchiroli,Maharashtra
May-25,475,442707,161,453,Gadchiroli,Maharashtra
May-25,475,442709,127,357,Gadchiroli,Maharashtra
May-25,475,442710,284,500,Gadchiroli,Maharashtra
May-25,476,441601,1240,2256,Gondia,Maharashtra
May-25,476,441614,554,1322,Gondia,Maharashtra
May-25,476,441701,288,795,Gondia,Maharashtra
May-25,476,441702,154,671,Gondia,Maharashtra
May-25,476,441801,200,481,Gondia,Maharashtra
May-25,476,441806,134,408,Gondia,Maharashtra
May-25,476,441807,243,689,Gondia,Maharashtra
May-25,476,441901,350,1035,Gondia,Maharashtra
May-25,476,441902,392,1000,Gondia,Maharashtra
May-25,476,441911,639,2207,Gondia,Maharashtra
May-25,476,441916,55,77,Gondia,Maharashtra
May-25,477,431509,897,2464,Hingoli,Maharashtra
May-25,477,431512,941,1631,Hingoli,Maharashtra
May-25,477,431513,836,2017,Hingoli,Maharashtra
May-25,477,431542,881,2784,Hingoli,Maharashtra
May-25,477,431701,478,1410,Hingoli,Maharashtra
May-25,477,431702,486,1343,Hingoli,Maharashtra
May-25,477,431703,308,741,Hingoli,Maharashtra
May-25,477,431705,720,1557,Hingoli,Maharashtra
May-25,477,431712,1249,2991,Hingoli,Maharashtra
May-25,478,424101,1156,4640,Jalgaon,Maharashtra
May-25,478,424102,57,272,Jalgaon,Maharashtra
May-25,478,424103,210,726,Jalgaon,Maharashtra
May-25,478,424104,71,228,Jalgaon,Maharashtra
May-25,478,424105,305,852,Jalgaon,Maharashtra
May-25,478,424106,220,892,Jalgaon,Maharashtra
May-25,478,424107,35,141,Jalgaon,Maharashtra
May-25,478,424108,247,1478,Jalgaon,Maharashtra
May-25,478,424116,133,565,Jalgaon,Maharashtra
May-25,478,424201,436,1133,Jalgaon,Maharashtra
May-25,478,424202,142,371,Jalgaon,Maharashtra
May-25,478,424203,85,256,Jalgaon,Maharashtra
May-25,478,424204,267,713,Jalgaon,Maharashtra
May-25,478,424205,218,543,Jalgaon,Maharashtra
May-25,478,424206,570,1177,Jalgaon,Maharashtra
May-25,478,424207,181,395,Jalgaon,Maharashtra
May-25,478,424209,101,274,Jalgaon,Maharashtra
May-25,478,425001,1385,2143,Jalgaon,Maharashtra
May-25,478,425002,1014,1753,Jalgaon,Maharashtra
May-25,478,425003,117,361,Jalgaon,Maharashtra
May-25,478,425101,79,115,Jalgaon,Maharashtra
May-25,478,425102,30,83,Jalgaon,Maharashtra
May-25,478,425103,229,821,Jalgaon,Maharashtra
May-25,478,425104,89,254,Jalgaon,Maharashtra
May-25,478,425105,289,685,Jalgaon,Maharashtra
May-25,478,425107,1370,2718,Jalgaon,Maharashtra
May-25,478,425108,122,311,Jalgaon,Maharashtra
May-25,478,425109,288,934,Jalgaon,Maharashtra
May-25,478,425110,351,1222,Jalgaon,Maharashtra
May-25,478,425111,438,2028,Jalgaon,Maharashtra
May-25,478,425112,44,113,Jalgaon,Maharashtra
May-25,478,425113,79,351,Jalgaon,Maharashtra
May-25,478,425114,395,867,Jalgaon,Maharashtra
May-25,478,425115,117,189,Jalgaon,Maharashtra
May-25,478,425116,73,249,Jalgaon,Maharashtra
May-25,478,425127,190,632,Jalgaon,Maharashtra
May-25,478,425201,549,653,Jalgaon,Maharashtra
May-25,478,425203,48,60,Jalgaon,Maharashtra
May-25,478,425301,347,747,Jalgaon,Maharashtra
May-25,478,425302,566,855,Jalgaon,Maharashtra
May-25,478,425303,303,722,Jalgaon,Maharashtra
May-25,478,425304,94,259,Jalgaon,Maharashtra
May-25,478,425305,261,738,Jalgaon,Maharashtra
May-25,478,425306,454,1813,Jalgaon,Maharashtra
May-25,478,425307,68,136,Jalgaon,Maharashtra
May-25,478,425308,18,71,Jalgaon,Maharashtra
May-25,478,425309,381,431,Jalgaon,Maharashtra
May-25,478,425310,80,249,Jalgaon,Maharashtra
May-25,478,425311,91,276,Jalgaon,Maharashtra
May-25,478,425401,605,1918,Jalgaon,Maharashtra
May-25,478,425402,25,145,Jalgaon,Maharashtra
May-25,478,425420,59,158,Jalgaon,Maharashtra
May-25,478,425501,31,81,Jalgaon,Maharashtra
May-25,478,425502,128,333,Jalgaon,Maharashtra
May-25,478,425503,296,516,Jalgaon,Maharashtra
May-25,478,425504,134,366,Jalgaon,Maharashtra
May-25,478,425505,31,73,Jalgaon,Maharashtra
May-25,478,425506,63,253,Jalgaon,Maharashtra
May-25,478,425507,97,272,Jalgaon,Maharashtra
May-25,478,425508,313,809,Jalgaon,Maharashtra
May-25,478,425524,79,93,Jalgaon,Maharashtra
May-25,479,431007,0,12,Jalna,Maharashtra
May-25,479,431112,1262,2303,Jalna,Maharashtra
May-25,479,431114,743,1173,Jalna,Maharashtra
May-25,479,431121,200,749,Jalna,Maharashtra
May-25,479,431132,251,570,Jalna,Maharashtra
May-25,479,431134,153,440,Jalna,Maharashtra
May-25,479,431135,247,807,Jalna,Maharashtra
May-25,479,431137,143,650,Jalna,Maharashtra
May-25,479,431202,345,1166,Jalna,Maharashtra
May-25,479,431203,1508,3031,Jalna,Maharashtra
May-25,479,431204,354,1345,Jalna,Maharashtra
May-25,479,431205,54,234,Jalna,Maharashtra
May-25,479,431206,412,727,Jalna,Maharashtra
May-25,479,431207,209,899,Jalna,Maharashtra
May-25,479,431208,272,650,Jalna,Maharashtra
May-25,479,431209,258,847,Jalna,Maharashtra
May-25,479,431211,187,627,Jalna,Maharashtra
May-25,479,431212,119,331,Jalna,Maharashtra
May-25,479,431213,701,1767,Jalna,Maharashtra
May-25,479,431501,367,1179,Jalna,Maharashtra
May-25,479,431502,62,131,Jalna,Maharashtra
May-25,479,431503,630,1463,Jalna,Maharashtra
May-25,479,431504,372,862,Jalna,Maharashtra
May-25,479,431507,302,563,Jalna,Maharashtra
May-25,480,415101,207,260,Kolhapur,Maharashtra
May-25,480,416001,493,719,Kolhapur,Maharashtra
May-25,480,416002,181,297,Kolhapur,Maharashtra
May-25,480,416003,514,711,Kolhapur,Maharashtra
May-25,480,416004,86,103,Kolhapur,Maharashtra
May-25,480,416005,704,860,Kolhapur,Maharashtra
May-25,480,416006,156,201,Kolhapur,Maharashtra
May-25,480,416007,163,235,Kolhapur,Maharashtra
May-25,480,416008,232,284,Kolhapur,Maharashtra
May-25,480,416010,397,556,Kolhapur,Maharashtra
May-25,480,416011,0,6,Kolhapur,Maharashtra
May-25,480,416012,443,572,Kolhapur,Maharashtra
May-25,480,416013,123,140,Kolhapur,Maharashtra
May-25,480,416101,653,1024,Kolhapur,Maharashtra
May-25,480,416102,93,201,Kolhapur,Maharashtra
May-25,480,416103,120,184,Kolhapur,Maharashtra
May-25,480,416104,83,105,Kolhapur,Maharashtra
May-25,480,416105,32,135,Kolhapur,Maharashtra
May-25,480,416106,116,211,Kolhapur,Maharashtra
May-25,480,416107,57,100,Kolhapur,Maharashtra
May-25,480,416108,31,71,Kolhapur,Maharashtra
May-25,480,416109,541,886,Kolhapur,Maharashtra
May-25,480,416110,73,76,Kolhapur,Maharashtra
May-25,480,416111,94,142,Kolhapur,Maharashtra
May-25,480,416112,783,1471,Kolhapur,Maharashtra
May-25,480,416113,112,154,Kolhapur,Maharashtra
May-25,480,416114,129,210,Kolhapur,Maharashtra
May-25,480,416115,684,2353,Kolhapur,Maharashtra
May-25,480,416116,338,553,Kolhapur,Maharashtra
May-25,480,416117,17,81,Kolhapur,Maharashtra
May-25,480,416118,133,262,Kolhapur,Maharashtra
May-25,480,416119,308,250,Kolhapur,Maharashtra
May-25,480,416120,64,92,Kolhapur,Maharashtra
May-25,480,416121,177,421,Kolhapur,Maharashtra
May-25,480,416122,333,472,Kolhapur,Maharashtra
May-25,480,416143,73,190,Kolhapur,Maharashtra
May-25,480,416146,29,70,Kolhapur,Maharashtra
May-25,480,416201,26,75,Kolhapur,Maharashtra
May-25,480,416202,400,454,Kolhapur,Maharashtra
May-25,480,416203,166,348,Kolhapur,Maharashtra
May-25,480,416204,126,170,Kolhapur,Maharashtra
May-25,480,416205,385,875,Kolhapur,Maharashtra
May-25,480,416206,163,161,Kolhapur,Maharashtra
May-25,480,416207,198,297,Kolhapur,Maharashtra
May-25,480,416208,134,203,Kolhapur,Maharashtra
May-25,480,416209,832,955,Kolhapur,Maharashtra
May-25,480,416210,239,178,Kolhapur,Maharashtra
May-25,480,416211,343,564,Kolhapur,Maharashtra
May-25,480,416212,199,363,Kolhapur,Maharashtra
May-25,480,416213,251,443,Kolhapur,Maharashtra
May-25,480,416214,212,361,Kolhapur,Maharashtra
May-25,480,416215,44,69,Kolhapur,Maharashtra
May-25,480,416216,258,288,Kolhapur,Maharashtra
May-25,480,416218,107,254,Kolhapur,Maharashtra
May-25,480,416219,157,404,Kolhapur,Maharashtra
May-25,480,416220,96,192,Kolhapur,Maharashtra
May-25,480,416221,150,320,Kolhapur,Maharashtra
May-25,480,416223,204,446,Kolhapur,Maharashtra
May-25,480,416229,319,496,Kolhapur,Maharashtra
May-25,480,416230,120,218,Kolhapur,Maharashtra
May-25,480,416231,22,25,Kolhapur,Maharashtra
May-25,480,416232,90,112,Kolhapur,Maharashtra
May-25,480,416234,100,142,Kolhapur,Maharashtra
May-25,480,416235,167,244,Kolhapur,Maharashtra
May-25,480,416236,76,71,Kolhapur,Maharashtra
May-25,480,416501,75,205,Kolhapur,Maharashtra
May-25,480,416502,232,396,Kolhapur,Maharashtra
May-25,480,416503,62,152,Kolhapur,Maharashtra
May-25,480,416504,140,228,Kolhapur,Maharashtra
May-25,480,416505,260,540,Kolhapur,Maharashtra
May-25,480,416506,98,300,Kolhapur,Maharashtra
May-25,480,416507,389,899,Kolhapur,Maharashtra
May-25,480,416508,135,201,Kolhapur,Maharashtra
May-25,480,416509,187,437,Kolhapur,Maharashtra
May-25,480,416526,105,103,Kolhapur,Maharashtra
May-25,480,416527,14,26,Kolhapur,Maharashtra
May-25,480,416551,120,304,Kolhapur,Maharashtra
May-25,480,416552,50,163,Kolhapur,Maharashtra
May-25,481,413502,1,0,Latur,Maharashtra
May-25,481,413510,170,457,Latur,Maharashtra
May-25,481,413511,508,2151,Latur,Maharashtra
May-25,481,413512,1765,3341,Latur,Maharashtra
May-25,481,413513,236,861,Latur,Maharashtra
May-25,481,413514,206,850,Latur,Maharashtra
May-25,481,413515,973,2231,Latur,Maharashtra
May-25,481,413516,287,1050,Latur,Maharashtra
May-25,481,413517,1070,2737,Latur,Maharashtra
May-25,481,413518,151,517,Latur,Maharashtra
May-25,481,413519,541,1510,Latur,Maharashtra
May-25,481,413520,621,2813,Latur,Maharashtra
May-25,481,413521,483,3135,Latur,Maharashtra
May-25,481,413522,212,1342,Latur,Maharashtra
May-25,481,413523,185,593,Latur,Maharashtra
May-25,481,413524,119,451,Latur,Maharashtra
May-25,481,413527,702,3292,Latur,Maharashtra
May-25,481,413529,114,326,Latur,Maharashtra
May-25,481,413530,152,1325,Latur,Maharashtra
May-25,481,413531,841,3858,Latur,Maharashtra
May-25,481,413532,137,703,Latur,Maharashtra
May-25,481,413544,299,1225,Latur,Maharashtra
May-25,481,413581,75,121,Latur,Maharashtra
May-25,481,413607,165,1281,Latur,Maharashtra
May-25,481,431522,143,722,Latur,Maharashtra
May-25,482,400001,55,135,Mumbai,Maharashtra
May-25,482,400002,133,240,Mumbai,Maharashtra
May-25,482,400003,243,331,Mumbai,Maharashtra
May-25,482,400004,306,460,Mumbai,Maharashtra
May-25,482,400005,227,347,Mumbai,Maharashtra
May-25,482,400006,41,74,Mumbai,Maharashtra
May-25,482,400007,150,272,Mumbai,Maharashtra
May-25,482,400008,624,1257,Mumbai,Maharashtra
May-25,482,400009,201,284,Mumbai,Maharashtra
May-25,482,400010,268,379,Mumbai,Maharashtra
May-25,482,400011,432,960,Mumbai,Maharashtra
May-25,482,400012,368,546,Mumbai,Maharashtra
May-25,482,400013,206,418,Mumbai,Maharashtra
May-25,482,400014,127,187,Mumbai,Maharashtra
May-25,482,400015,337,510,Mumbai,Maharashtra
May-25,482,400016,607,951,Mumbai,Maharashtra
May-25,482,400017,869,1579,Mumbai,Maharashtra
May-25,482,400018,318,543,Mumbai,Maharashtra
May-25,482,400019,192,326,Mumbai,Maharashtra
May-25,482,400020,2,27,Mumbai,Maharashtra
May-25,482,400021,4,14,Mumbai,Maharashtra
May-25,482,400022,372,624,Mumbai,Maharashtra
May-25,482,400025,233,464,Mumbai,Maharashtra
May-25,482,400026,60,121,Mumbai,Maharashtra
May-25,482,400027,69,106,Mumbai,Maharashtra
May-25,482,400028,164,418,Mumbai,Maharashtra
May-25,482,400030,181,238,Mumbai,Maharashtra
May-25,482,400031,201,262,Mumbai,Maharashtra
May-25,482,400032,0,2,Mumbai,Maharashtra
May-25,482,400033,177,273,Mumbai,Maharashtra
May-25,482,400034,129,190,Mumbai,Maharashtra
May-25,482,400035,0,7,Mumbai,Maharashtra
May-25,482,400036,0,3,Mumbai,Maharashtra
May-25,482,400037,736,1298,Mumbai,Maharashtra
May-25,482,400062,1,8,Mumbai,Maharashtra
May-25,482,400090,0,2,Mumbai,Maharashtra
May-25,482,401210,0,5,Mumbai,Maharashtra
May-25,482,401610,0,2,Mumbai,Maharashtra
May-25,483,400010,268,379,Mumbai Suburban,Maharashtra
May-25,483,400024,241,435,Mumbai Suburban,Maharashtra
May-25,483,400029,95,221,Mumbai Suburban,Maharashtra
May-25,483,400042,285,421,Mumbai Suburban,Maharashtra
May-25,483,400043,2495,4879,Mumbai Suburban,Maharashtra
May-25,483,400049,92,190,Mumbai Suburban,Maharashtra
May-25,483,400050,303,718,Mumbai Suburban,Maharashtra
May-25,483,400051,608,1163,Mumbai Suburban,Maharashtra
May-25,483,400052,160,269,Mumbai Suburban,Maharashtra
May-25,483,400053,291,472,Mumbai Suburban,Maharashtra
May-25,483,400054,276,410,Mumbai Suburban,Maharashtra
May-25,483,400055,557,1007,Mumbai Suburban,Maharashtra
May-25,483,400056,172,270,Mumbai Suburban,Maharashtra
May-25,483,400057,200,241,Mumbai Suburban,Maharashtra
May-25,483,400058,343,570,Mumbai Suburban,Maharashtra
May-25,483,400059,366,570,Mumbai Suburban,Maharashtra
May-25,483,400060,736,1412,Mumbai Suburban,Maharashtra
May-25,483,400061,341,609,Mumbai Suburban,Maharashtra
May-25,483,400063,256,459,Mumbai Suburban,Maharashtra
May-25,483,400064,391,674,Mumbai Suburban,Maharashtra
May-25,483,400065,434,650,Mumbai Suburban,Maharashtra
May-25,483,400066,868,1419,Mumbai Suburban,Maharashtra
May-25,483,400067,1056,1817,Mumbai Suburban,Maharashtra
May-25,483,400068,631,1258,Mumbai Suburban,Maharashtra
May-25,483,400069,243,339,Mumbai Suburban,Maharashtra
May-25,483,400070,772,1476,Mumbai Suburban,Maharashtra
May-25,483,400071,573,1176,Mumbai Suburban,Maharashtra
May-25,483,400072,1355,1871,Mumbai Suburban,Maharashtra
May-25,483,400074,826,1585,Mumbai Suburban,Maharashtra
May-25,483,400075,268,406,Mumbai Suburban,Maharashtra
May-25,483,400076,222,392,Mumbai Suburban,Maharashtra
May-25,483,400077,233,422,Mumbai Suburban,Maharashtra
May-25,483,400078,1443,2480,Mumbai Suburban,Maharashtra
May-25,483,400079,481,821,Mumbai Suburban,Maharashtra
May-25,483,400080,442,749,Mumbai Suburban,Maharashtra
May-25,483,400081,255,433,Mumbai Suburban,Maharashtra
May-25,483,400082,101,168,Mumbai Suburban,Maharashtra
May-25,483,400083,488,1146,Mumbai Suburban,Maharashtra
May-25,483,400084,477,785,Mumbai Suburban,Maharashtra
May-25,483,400086,938,1563,Mumbai Suburban,Maharashtra
May-25,483,400087,131,263,Mumbai Suburban,Maharashtra
May-25,483,400088,686,994,Mumbai Suburban,Maharashtra
May-25,483,400089,215,414,Mumbai Suburban,Maharashtra
May-25,483,400091,133,236,Mumbai Suburban,Maharashtra
May-25,483,400092,497,717,Mumbai Suburban,Maharashtra
May-25,483,400093,406,658,Mumbai Suburban,Maharashtra
May-25,483,400094,78,66,Mumbai Suburban,Maharashtra
May-25,483,400095,740,1539,Mumbai Suburban,Maharashtra
May-25,483,400096,0,1,Mumbai Suburban,Maharashtra
May-25,483,400097,1031,1807,Mumbai Suburban,Maharashtra
May-25,483,400098,101,295,Mumbai Suburban,Maharashtra
May-25,483,400099,154,263,Mumbai Suburban,Maharashtra
May-25,483,400101,1139,2234,Mumbai Suburban,Maharashtra
May-25,483,400102,367,766,Mumbai Suburban,Maharashtra
May-25,483,400103,183,306,Mumbai Suburban,Maharashtra
May-25,483,400104,764,1123,Mumbai Suburban,Maharashtra
May-25,484,440001,155,322,Nagpur,Maharashtra
May-25,484,440002,556,922,Nagpur,Maharashtra
May-25,484,440003,94,181,Nagpur,Maharashtra
May-25,484,440004,103,240,Nagpur,Maharashtra
May-25,484,440005,22,39,Nagpur,Maharashtra
May-25,484,440006,53,67,Nagpur,Maharashtra
May-25,484,440007,32,43,Nagpur,Maharashtra
May-25,484,440008,543,1077,Nagpur,Maharashtra
May-25,484,440009,1032,1566,Nagpur,Maharashtra
May-25,484,440010,165,329,Nagpur,Maharashtra
May-25,484,440012,52,127,Nagpur,Maharashtra
May-25,484,440013,336,732,Nagpur,Maharashtra
May-25,484,440014,243,569,Nagpur,Maharashtra
May-25,484,440015,189,311,Nagpur,Maharashtra
May-25,484,440016,422,730,Nagpur,Maharashtra
May-25,484,440017,597,1178,Nagpur,Maharashtra
May-25,484,440018,603,937,Nagpur,Maharashtra
May-25,484,440019,25,65,Nagpur,Maharashtra
May-25,484,440021,6,17,Nagpur,Maharashtra
May-25,484,440022,346,541,Nagpur,Maharashtra
May-25,484,440023,911,1719,Nagpur,Maharashtra
May-25,484,440024,887,1368,Nagpur,Maharashtra
May-25,484,440025,294,539,Nagpur,Maharashtra
May-25,484,440026,600,1104,Nagpur,Maharashtra
May-25,484,440027,500,923,Nagpur,Maharashtra
May-25,484,440028,0,4,Nagpur,Maharashtra
May-25,484,440029,1,12,Nagpur,Maharashtra
May-25,484,440030,340,623,Nagpur,Maharashtra
May-25,484,440032,180,274,Nagpur,Maharashtra
May-25,484,440033,95,123,Nagpur,Maharashtra
May-25,484,440034,698,974,Nagpur,Maharashtra
May-25,484,440035,703,999,Nagpur,Maharashtra
May-25,484,440036,105,187,Nagpur,Maharashtra
May-25,484,440037,42,87,Nagpur,Maharashtra
May-25,484,441001,139,264,Nagpur,Maharashtra
May-25,484,441002,968,1708,Nagpur,Maharashtra
May-25,484,441101,99,237,Nagpur,Maharashtra
May-25,484,441102,153,288,Nagpur,Maharashtra
May-25,484,441103,63,314,Nagpur,Maharashtra
May-25,484,441104,225,775,Nagpur,Maharashtra
May-25,484,441105,205,592,Nagpur,Maharashtra
May-25,484,441106,441,2015,Nagpur,Maharashtra
May-25,484,441107,426,1039,Nagpur,Maharashtra
May-25,484,441108,921,2198,Nagpur,Maharashtra
May-25,484,441109,25,41,Nagpur,Maharashtra
May-25,484,441110,323,828,Nagpur,Maharashtra
May-25,484,441111,372,732,Nagpur,Maharashtra
May-25,484,441112,35,158,Nagpur,Maharashtra
May-25,484,441113,121,192,Nagpur,Maharashtra
May-25,484,441122,215,547,Nagpur,Maharashtra
May-25,484,441123,0,8,Nagpur,Maharashtra
May-25,484,441201,221,1068,Nagpur,Maharashtra
May-25,484,441202,180,742,Nagpur,Maharashtra
May-25,484,441203,449,1946,Nagpur,Maharashtra
May-25,484,441204,140,407,Nagpur,Maharashtra
May-25,484,441210,176,903,Nagpur,Maharashtra
May-25,484,441214,159,775,Nagpur,Maharashtra
May-25,484,441301,84,426,Nagpur,Maharashtra
May-25,484,441302,170,763,Nagpur,Maharashtra
May-25,484,441303,51,127,Nagpur,Maharashtra
May-25,484,441304,119,486,Nagpur,Maharashtra
May-25,484,441305,86,384,Nagpur,Maharashtra
May-25,484,441306,90,474,Nagpur,Maharashtra
May-25,484,441401,510,1686,Nagpur,Maharashtra
May-25,484,441404,56,90,Nagpur,Maharashtra
May-25,484,441501,234,353,Nagpur,Maharashtra
May-25,484,441502,75,204,Nagpur,Maharashtra
May-25,485,431601,664,756,Nanded,Maharashtra
May-25,485,431602,572,2006,Nanded,Maharashtra
May-25,485,431603,199,490,Nanded,Maharashtra
May-25,485,431604,434,580,Nanded,Maharashtra
May-25,485,431605,479,745,Nanded,Maharashtra
May-25,485,431606,29,122,Nanded,Maharashtra
May-25,485,431646,90,484,Nanded,Maharashtra
May-25,485,431704,596,1903,Nanded,Maharashtra
May-25,485,431707,99,474,Nanded,Maharashtra
May-25,485,431708,994,2941,Nanded,Maharashtra
May-25,485,431709,472,2422,Nanded,Maharashtra
May-25,485,431710,233,764,Nanded,Maharashtra
May-25,485,431711,142,483,Nanded,Maharashtra
May-25,485,431712,1249,2991,Nanded,Maharashtra
May-25,485,431713,37,130,Nanded,Maharashtra
May-25,485,431714,470,2405,Nanded,Maharashtra
May-25,485,431715,830,3853,Nanded,Maharashtra
May-25,485,431716,124,484,Nanded,Maharashtra
May-25,485,431717,210,699,Nanded,Maharashtra
May-25,485,431718,138,522,Nanded,Maharashtra
May-25,485,431719,45,195,Nanded,Maharashtra
May-25,485,431721,327,1040,Nanded,Maharashtra
May-25,485,431722,72,554,Nanded,Maharashtra
May-25,485,431723,151,556,Nanded,Maharashtra
May-25,485,431731,33,90,Nanded,Maharashtra
